sentence.id,sentence,instance
semeval2013.d000.s023,The talks took on new urgency as delegates focused on the fact that they must resolve most of the outstanding issues before the heads of government arrive to strike a deal .,"['talks', 'urgency', 'delegates', 'fact', 'issues', 'deal']"
semeval2013.d000.s024,High-level officials such as Indian environment minister Jairam Ramesh and the Chinese vice minister stepped off planes and raced through the Bella Center 's halls to closed-door meetings and news conferences so they could stake out claims that will be arbitrated over the next week .,"['officials', 'minister', 'planes', 'halls', 'meetings', 'claims', 'week']"
semeval2013.d000.s025,"The sheer sprawl of the gathering -- where 13,000 people move in and out of the convention center each day , guitar-playing activists put on nightly shows mocking the countries they think are selling out , and draft proposals are passed hand-to-hand on paper rather than via e-mail -- poses a challenge .","['gathering', 'people', 'day', 'activists', 'countries', 'draft', 'proposals', 'paper', 'challenge']"
semeval2013.d000.s026,"The intensity is only building : nearly all of the key ministers are now here , and as early as Wednesday 60 heads of government will be in Copenhagen .","['intensity', 'ministers', 'Wednesday', 'Copenhagen']"
semeval2013.d000.s027,"We 're getting into the big leagues , said Carlos Manuel Rodriguez , vice president for global policy at Conservation International .",['policy']
semeval2013.d000.s028,The heavyweights are coming .,['heavyweights']
semeval2013.d001.s000,Baskonia gives away a victory in Israel,"['victory', 'Israel']"
semeval2013.d001.s001,"Caja Laboral achieved a stunning 82-91 victory on their visit to the Maccabee Electra court despite Dusko Ivanovic 's team 's heavy losses , and after the great performance by Mizra Teltovic , who was the best on his team with eight three-pointers scored ( 29 points ) , they now at the top of their group .","['victory', 'visit', 'team', 'losses', 'performance', 'points', 'top', 'group']"
semeval2013.d001.s002,"The Vitorian team knew to make up for the significant absences of Herrmann , Oleson , Huertas and Micov with a big dose of involvement and teamwork , even though it had to hold out until the end to take the victory .","['team', 'absences', 'involvement', 'teamwork', 'end', 'victory']"
semeval2013.d001.s003,"Additionally , their huge success from the sidelines , with 16 three pointers scored , had a lot to do with the final triumph .","['success', 'sidelines', 'lot', 'triumph']"
semeval2013.d001.s004,"The game started out in favor of the Azulgranas , who put themselves ahead on the scoreboard from the start .","['game', 'favor', 'scoreboard', 'start']"
semeval2013.d001.s005,"As Vitora 's first four baskets were from the perimeter , the speculation was already that they had jumped into the Israeli net with hot wrists .","['baskets', 'perimeter', 'speculation', 'wrists']"
semeval2013.d001.s006,English and Teletovic were the main scorers of the 18-20 at the end of the first period .,"['scorers', 'end']"
semeval2013.d001.s007,"The second quarter was more of the same , but the Alavan team opted for the inside game of Barac and the work of Eliyahu , who was greeted with whistles and applause at his return home , to continue increasing their lead by half-time ( 34-43 ) .","['quarter', 'team', 'game', 'work', 'whistles', 'applause', 'return', 'home', 'lead']"
semeval2013.d001.s008,"Teletovic had already begun to stand out as the best on his team with 13 points , even though Splitter 's `` six fewer '' points already signaled that it was n't going to be the best night for the Brazilian .","['team', 'points', 'night']"
semeval2013.d001.s009,"But the game , despite being headed for halftime , was not more decidedand the Maccabees tried to remind the Vitorians that not just anybody wins on their court , and with the ` hand of Elias ' putting the pressure on , they managed to get involved in the game .","['game', 'halftime', 'hand', 'pressure']"
semeval2013.d001.s010,Eidson and Pnini played a decisive role in the `` yellows ' '' return to the light .,"['role', 'return', 'light']"
semeval2013.d001.s011,More disadvantages,['disadvantages']
semeval2013.d001.s012,"Ivanovic 's players , injured but far from dead , needed to run a couple of plays correctly before they could breathe , and that 's when the machine gun Marza Teletovic arrived , with three almost consecutive three-pointers and the help of English and Ribas , he brought the scoreboard back to a reassuring lead ( 54-67 ) , which the home team managed to narrow down at the end of the third quarter ( 57-67 ) .","['players', 'couple', 'plays', 'help', 'scoreboard', 'lead', 'team', 'end', 'quarter']"
semeval2013.d001.s013,"The Alavas worked themselves to the bone in the last period , and English and San Emeterio ( 65-75 ) had already made it clear that they were not going to let anyone take away what they had earned during the first thirty minutes .","['period', 'minutes']"
semeval2013.d001.s014,"However , Pnini and Eidson , the best on their team , did not give up and tried to keep their team alive from the three-point line ( 70-77 ) .","['team', 'line']"
semeval2013.d001.s015,"In spite of this , and with Splitter fouling out , Ivonic 's team did n't rush , defended well , and , even though the Israelis came close at the last minute , the game was already won and victory escaped Tel Aviv for the first time in the season .","['spite', 'team', 'game', 'victory', 'time', 'season']"
semeval2013.d002.s000,"Wall Street closes without momentum , slowed by a strengthening dollar","['momentum', 'dollar']"
semeval2013.d002.s001,"The New York Stock Exchange closed with no particular heading on Friday , in a market torn between better than expected indicators in the United States and a strengthening dollar : the Dow Jones gained 0.63 % but the NASDAQ dropped 0.03 % .","['heading', 'Friday', 'market', 'indicators', 'dollar', 'NASDAQ']"
semeval2013.d002.s002,"According to final closing figures , the Dow Jones Industrial Average has risen by 65.67 points to 10 471.50 points , whereas the NASDAQ , with a technology predominance , fell by 0.55 point to 2 190.31 points .","['closing', 'figures', 'points', 'NASDAQ', 'technology', 'predominance']"
semeval2013.d002.s003,The wider Standard &amp; Poor 's 500 has itself advanced by 0.37 % ( 4.06 points ) to 1 106.41 points .,['points']
semeval2013.d002.s004,"Frankly , the market is very calm , observes Mace Blicksilver of Marblehead Asset Management .",['market']
semeval2013.d002.s005,"It remains within a narrow margin ; trading volumes have become very weak , and I think that this will remain the case until the end of the year .","['trading', 'volumes', 'case', 'end', 'year']"
semeval2013.d002.s006,"The trend was supported by the publication of better than expected economic indicators , which `` have contributed to improving market opinion in relation to the robustness of the economic recovery '' , summarised Charles Schwab 's analysts .","['trend', 'publication', 'indicators', 'market', 'opinion', 'relation', 'robustness', 'recovery', 'analysts']"
semeval2013.d002.s007,"In the United States , retail sales have increased by 1.3 % in November , for the second month in a row , and far more than predicted .","['sales', 'November', 'month', 'row']"
semeval2013.d002.s008,"Moreover , the confidence of American consumers has clearly bounced back in December , to 73.4 against 67.4 the previous month , according to preliminary estimates from Michigan University 's index .","['confidence', 'consumers', 'December', 'month', 'estimates', 'index']"
semeval2013.d002.s009,"The indices have , however , been slowed by a renewed rise of the dollar , to a new two-month high against the Euro , which `` puts downward pressure on the sectors that are sensitive to the economic situation '' , explained Owen Fitzpatrick from Deutsche Bank .","['indices', 'rise', 'dollar', 'high', 'Euro', 'pressure', 'sectors', 'situation']"
semeval2013.d002.s010,Technology securities have thereby lost some ground .,"['Technology', 'securities', 'ground']"
semeval2013.d002.s011,The bond market has fallen .,[]
semeval2013.d002.s012,"Treasury 10-year bond yields have grown to 3.540 % against 3.482 % on Tuesday evening , and 30-year bond yields are at 4.497 % against 4.492 % the previous evening .","['Treasury', 'bond', 'yields', 'Tuesday', 'evening']"
semeval2013.d003.s000,Iraqi Oil Ministry reaches deals with 10 foreign oil companies,['deals']
semeval2013.d003.s001,"Despite concerns about violence and political instability , the Iraqi government managed to attract major oil companies to rebuild its ailing infrastructure during two auctions that concluded Saturday .","['concerns', 'violence', 'instability', 'government', 'infrastructure', 'auctions', 'Saturday']"
semeval2013.d003.s002,"The 10 deals the Iraqi Oil Ministry reached with foreign oil companies suggest that China , Russia and European oil firms are poised to play a major role in refurbishing Iraq 's oil industry , crippled by decades of war and sanctions .","['deals', 'China', 'Russia', 'oil', 'firms', 'role', 'Iraq', 'decades', 'war', 'sanctions']"
